,0
2998,8
2999,9
3000,0
3001,3
3002,0
3003,5
3004,1
3005,0
3006,5
3007,6
3008,8
3009,0
3010,7
3011,1
3012,1
3013,0
3014,3
3015,4
3016,8
3017,1
3018,4
3019,8
3020,5
3021,0
3022,2
3023,7
3024,5
3025,2
3026,1
3027,5
3028,6
3029,1
3030,0
3031,8
3032,7
3033,1
3034,1
3035,7
3036,7
3037,2
3038,1
3039,6
3040,0
3041,8
3042,1
3043,1
3044,0
3045,3
3046,0
3047,1
3048,3
3049,1
3050,0
3051,6
3052,5
3053,7
3054,7
3055,6
3056,4
3057,2
3058,4
3059,4
3060,7
3061,0
3062,7
3063,4
3064,5
3065,7
3066,4
3067,8
3068,7
3069,5
3070,2
3071,9
3072,8
3073,7
3074,3
3075,2
3076,4
3077,1
3078,2
3079,5
3080,4
3081,8
3082,2
3083,6
3084,0
3085,3
3086,5
3087,3
3088,6
3089,5
3090,3
3091,1
3092,7
3093,6
3094,9
3095,2
3096,0
3097,1
3098,1
3099,4
3100,0
3101,0
3102,1
3103,1
3104,0
3105,6
3106,8
3107,9
3108,5
3109,1
3110,1
3111,9
3112,1
3113,0
3114,4
3115,4
3116,0
3117,9
3118,8
3119,8
3120,9
3121,2
3122,0
3123,1
3124,5
3125,6
3126,1
3127,8
3128,6
3129,1
3130,2
3131,4
3132,3
3133,1
3134,4
3135,9
3136,2
3137,7
3138,1
3139,2
3140,9
3141,1
3142,9
3143,0
3144,9
3145,8
3146,1
3147,8
3148,9
3149,5
3150,2
3151,7
3152,7
3153,9
3154,3
3155,6
3156,8
3157,5
3158,6
3159,5
3160,8
3161,0
3162,3
3163,2
3164,7
3165,3
3166,3
3167,3
3168,9
3169,5
3170,2
3171,2
3172,1
3173,3
3174,7
3175,5
3176,3
3177,7
3178,5
3179,7
3180,7
3181,8
3182,2
3183,6
3184,1
3185,1
3186,7
3187,4
3188,4
3189,0
3190,9
3191,0
3192,1
3193,3
3194,0
3195,3
3196,5
3197,2
3198,6
3199,8
3200,3
3201,1
3202,8
3203,2
3204,1
3205,9
3206,1
3207,0
3208,7
3209,6
3210,1
3211,4
3212,3
3213,4
3214,1
3215,8
3216,5
3217,6
3218,9
3219,6
3220,8
3221,6
3222,0
3223,1
3224,6
3225,9
3226,9
3227,6
3228,1
3229,7
3230,6
3231,0
3232,7
3233,1
3234,7
3235,2
3236,9
3237,2
3238,1
3239,0
3240,9
3241,2
3242,0
3243,0
3244,5
3245,7
3246,6
3247,1
3248,0
3249,7
3250,4
3251,9
3252,6
3253,4
3254,3
3255,8
3256,9
3257,1
3258,0
3259,3
3260,0
3261,1
3262,0
3263,5
3264,2
3265,1
3266,6
3267,2
3268,8
3269,9
3270,1
3271,8
3272,7
3273,1
3274,0
3275,3
3276,1
3277,4
3278,9
3279,6
3280,4
3281,3
3282,4
3283,1
3284,3
3285,1
3286,5
3287,1
3288,7
3289,7
3290,1
3291,3
3292,0
3293,9
3294,2
3295,8
3296,0
3297,8
3298,3
3299,7
3300,8
3301,3
3302,7
3303,0
3304,4
3305,5
3306,3
3307,6
3308,1
3309,9
3310,3
3311,4
3312,5
3313,1
3314,1
3315,8
3316,3
3317,3
3318,6
3319,7
3320,0
3321,4
3322,6
3323,1
3324,5
3325,1
3326,2
3327,3
3328,4
3329,9
3330,0
3331,8
3332,8
3333,9
3334,4
3335,0
3336,5
3337,1
3338,3
3339,2
3340,9
3341,0
3342,1
3343,7
3344,8
3345,9
3346,9
3347,7
3348,5
3349,0
3350,0
3351,3
3352,6
3353,5
3354,0
3355,4
3356,7
3357,2
3358,5
3359,7
3360,2
3361,3
3362,9
3363,6
3364,7
3365,3
3366,4
3367,4
3368,3
3369,6
3370,4
3371,0
3372,5
3373,3
3374,3
3375,9
3376,5
3377,8
3378,6
3379,5
3380,2
3381,7
3382,5
3383,7
3384,9
3385,0
3386,9
3387,4
3388,8
3389,9
3390,1
3391,6
3392,9
3393,5
3394,7
3395,2
3396,2
3397,7
3398,0
3399,8
3400,7
3401,3
3402,8
3403,8
3404,0
3405,8
3406,9
3407,4
3408,2
3409,1
3410,3
3411,1
3412,7
3413,3
3414,3
3415,2
3416,2
3417,0
3418,3
3419,2
3420,4
3421,3
3422,7
3423,4
3424,4
3425,4
3426,5
3427,2
3428,9
3429,5
3430,9
3431,0
3432,4
3433,9
3434,7
3435,6
3436,7
3437,5
3438,6
3439,3
3440,7
3441,9
3442,4
3443,9
3444,0
3445,3
3446,9
3447,7
3448,5
3449,2
3450,1
3451,5
3452,0
3453,1
3454,4
3455,8
3456,5
3457,7
3458,0
3459,8
3460,9
3461,0
3462,5
3463,5
3464,2
3465,6
3466,0
3467,3
3468,4
3469,9
3470,5
3471,3
3472,9
3473,7
3474,2
3475,6
3476,6
3477,6
3478,5
3479,0
3480,1
3481,0
3482,9
3483,9
3484,6
3485,4
3486,7
3487,1
3488,2
3489,0
3490,9
3491,2
3492,0
3493,1
3494,3
3495,9
3496,7
3497,4
3498,5
3499,1
3500,8
3501,4
3502,5
3503,8
3504,6
3505,1
3506,9
3507,4
3508,8
3509,7
3510,3
3511,2
3512,4
3513,4
3514,9
3515,8
3516,7
3517,2
3518,6
3519,3
3520,1
3521,2
3522,3
3523,5
3524,3
3525,7
3526,0
3527,6
3528,8
3529,2
3530,7
3531,1
3532,8
3533,5
3534,5
3535,2
3536,1
3537,5
3538,2
3539,0
3540,5
3541,8
3542,7
3543,9
3544,4
3545,9
3546,0
3547,1
3548,8
3549,3
3550,6
3551,2
3552,7
3553,0
3554,8
3555,7
3556,9
3557,5
3558,4
3559,7
3560,0
3561,2
3562,3
3563,3
3564,8
3565,5
3566,7
3567,8
3568,4
3569,0
3570,0
3571,0
3572,2
3573,5
3574,4
3575,2
3576,9
3577,6
3578,0
3579,1
3580,7
3581,4
3582,3
3583,9
3584,2
3585,0
3586,7
3587,4
3588,1
3589,6
3590,7
3591,1
3592,9
3593,8
3594,3
3595,0
3596,2
3597,0
3598,9
3599,1
3600,4
3601,6
3602,0
3603,3
3604,9
3605,3
3606,3
3607,1
3608,6
3609,7
3610,7
3611,2
3612,5
3613,8
3614,0
3615,8
3616,7
3617,3
3618,0
3619,8
3620,7
3621,5
3622,9
3623,1
3624,6
3625,9
3626,2
3627,0
3628,3
3629,7
3630,6
3631,8
3632,6
3633,3
3634,4
3635,6
3636,9
3637,7
3638,9
3639,5
3640,6
3641,8
3642,5
3643,6
3644,3
3645,3
3646,9
3647,9
3648,2
3649,0
3650,5
3651,7
3652,4
3653,2
3654,7
3655,4
3656,2
3657,7
3658,7
3659,7
3660,6
3661,4
3662,8
3663,4
3664,8
3665,1
3666,1
3667,5
3668,2
3669,9
3670,8
3671,9
3672,4
3673,2
3674,6
3675,3
3676,1
3677,8
3678,1
3679,2
3680,9
3681,2
3682,3
3683,2
3684,0
3685,0
3686,8
3687,1
3688,0
3689,0
3690,3
3691,1
3692,0
3693,6
3694,1
3695,4
3696,0
3697,9
3698,5
3699,7
3700,6
3701,8
3702,4
3703,1
3704,7
3705,2
3706,6
3707,1
3708,3
3709,9
3710,2
3711,6
3712,3
3713,9
3714,3
3715,4
3716,8
3717,1
3718,3
3719,8
3720,2
3721,1
3722,8
3723,9
3724,8
3725,2
3726,9
3727,4
3728,1
3729,5
3730,3
3731,7
3732,5
3733,2
3734,8
3735,5
3736,3
3737,8
3738,1
3739,5
3740,5
3741,3
3742,4
3743,2
3744,6
3745,8
3746,7
3747,7
3748,4
3749,7
3750,3
3751,2
3752,5
3753,1
3754,4
3755,4
3756,4
3757,5
3758,7
3759,0
3760,3
3761,0
3762,9
3763,5
3764,5
3765,4
3766,1
3767,3
3768,5
3769,6
3770,8
3771,3
3772,2
3773,4
3774,7
3775,8
3776,6
3777,2
3778,9
3779,8
3780,7
3781,2
3782,5
3783,9
3784,5
3785,2
3786,0
3787,0
3788,8
3789,1
3790,2
3791,1
3792,3
3793,0
3794,3
3795,1
3796,7
3797,3
3798,6
3799,7
3800,8
3801,7
3802,9
3803,6
3804,8
3805,5
3806,3
3807,9
3808,9
3809,9
3810,2
3811,2
3812,3
3813,7
3814,1
3815,2
3816,2
3817,5
3818,7
3819,6
3820,2
3821,9
3822,7
3823,9
3824,6
3825,3
3826,5
3827,9
3828,1
3829,1
3830,7
3831,6
3832,2
3833,8
3834,9
3835,8
3836,3
3837,3
3838,0
3839,2
3840,0
3841,5
3842,4
3843,2
3844,2
3845,0
3846,6
3847,5
3848,5
3849,1
3850,5
3851,9
3852,1
3853,7
3854,4
3855,4
3856,7
3857,9
3858,4
3859,8
3860,2
3861,7
3862,5
3863,0
3864,3
3865,7
3866,9
3867,6
3868,3
3869,3
3870,5
3871,7
3872,9
3873,4
3874,8
3875,6
3876,6
3877,2
3878,0
3879,1
3880,2
3881,2
3882,3
3883,4
3884,3
3885,5
3886,7
3887,7
3888,5
3889,2
3890,2
3891,0
3892,9
3893,7
3894,9
3895,7
3896,7
3897,8
3898,7
3899,1
3900,3
3901,1
3902,8
3903,4
3904,5
3905,6
3906,7
3907,3
3908,3
3909,0
3910,6
3911,9
3912,1
3913,5
3914,1
3915,3
3916,4
3917,1
3918,8
3919,1
3920,4
3921,6
3922,1
3923,3
3924,3
3925,9
3926,3
3927,8
3928,7
3929,1
3930,6
3931,6
3932,6
3933,3
3934,3
3935,9
3936,0
3937,1
3938,5
3939,5
3940,2
3941,7
3942,0
3943,1
3944,2
3945,3
3946,1
3947,3
3948,2
3949,9
3950,9
3951,9
3952,8
3953,7
3954,2
3955,5
3956,3
3957,6
3958,2
3959,3
3960,6
3961,1
3962,1
3963,5
3964,1
3965,5
3966,4
3967,5
3968,2
3969,5
3970,0
3971,5
3972,8
3973,4
3974,2
3975,4
3976,4
3977,1
3978,0
3979,9
3980,1
3981,5
3982,0
3983,8
3984,0
3985,6
3986,9
3987,1
3988,1
3989,5
3990,9
3991,2
3992,9
3993,2
3994,2
3995,7
3996,4
3997,9
3998,3
3999,4
4000,5
4001,4
4002,4
4003,2
4004,8
4005,7
4006,7
4007,0
4008,8
4009,4
4010,1
4011,2
4012,1
4013,0
4014,7
4015,2
4016,9
4017,1
4018,0
4019,7
4020,9
4021,1
4022,4
4023,0
4024,5
4025,4
4026,8
4027,0
4028,0
4029,1
4030,3
4031,0
4032,5
4033,2
4034,6
4035,1
4036,5
4037,4
4038,5
4039,8
4040,0
4041,4
4042,4
4043,8
4044,8
4045,9
4046,5
4047,5
4048,8
4049,1
4050,0
4051,6
4052,4
4053,7
4054,3
4055,7
4056,1
4057,6
4058,6
4059,0
4060,6
4061,5
4062,3
4063,1
4064,0
4065,0
4066,1
4067,6
4068,4
4069,9
4070,6
4071,9
4072,1
4073,7
4074,4
4075,1
4076,8
4077,6
4078,0
4079,9
4080,1
4081,4
4082,1
4083,1
4084,8
4085,6
4086,8
4087,1
4088,4
4089,7
4090,7
4091,1
4092,8
4093,8
4094,3
4095,7
4096,0
4097,9
4098,9
4099,2
4100,3
4101,1
4102,3
4103,8
4104,1
4105,6
4106,6
4107,5
4108,5
4109,1
4110,9
4111,0
4112,7
4113,0
4114,6
4115,8
4116,4
4117,4
4118,3
4119,2
4120,6
4121,4
4122,3
4123,7
4124,5
4125,1
4126,8
4127,1
4128,5
4129,6
4130,2
4131,8
4132,1
4133,9
4134,0
4135,1
4136,7
4137,6
4138,3
4139,8
4140,1
4141,9
4142,0
4143,1
4144,1
4145,6
4146,4
4147,6
4148,9
4149,4
4150,3
4151,2
4152,2
4153,4
4154,2
4155,5
4156,0
4157,1
4158,2
4159,0
4160,9
4161,0
4162,2
4163,4
4164,0
4165,6
4166,6
4167,4
4168,4
4169,0
4170,2
4171,5
4172,4
4173,3
4174,6
4175,4
4176,5
4177,3
4178,1
4179,0
4180,5
4181,5
4182,0
4183,2
4184,2
4185,1
4186,4
4187,3
4188,0
4189,0
4190,7
4191,7
4192,3
4193,8
4194,7
4195,6
4196,2
4197,9
4198,8
4199,8
4200,7
4201,7
4202,1
4203,5
4204,4
4205,1
4206,3
4207,3
4208,1
4209,8
4210,2
4211,6
4212,5
4213,8
4214,8
4215,1
4216,9
4217,2
4218,2
4219,8
4220,5
4221,8
4222,4
4223,3
4224,9
4225,7
4226,4
4227,5
4228,8
4229,4
4230,9
4231,0
4232,2
4233,7
4234,0
4235,1
4236,7
4237,7
4238,8
4239,7
4240,9
4241,2
4242,5
4243,4
4244,7
4245,7
4246,8
4247,1
4248,3
4249,0
4250,5
4251,1
4252,6
4253,5
4254,2
4255,4
4256,8
4257,3
4258,1
4259,3
4260,5
4261,8
4262,0
4263,5
4264,7
4265,5
4266,5
4267,5
4268,2
4269,8
4270,5
4271,2
4272,6
4273,0
4274,5
4275,0
4276,5
4277,4
4278,9
4279,2
4280,6
4281,6
4282,5
4283,1
4284,3
4285,5
4286,4
4287,2
4288,7
4289,2
4290,5
4291,0
4292,9
4293,4
4294,7
4295,0
4296,4
4297,0
4298,0
4299,7
4300,3
4301,6
4302,6
4303,3
4304,1
4305,6
4306,8
4307,1
4308,5
4309,1
4310,7
4311,1
4312,0
4313,7
4314,3
4315,1
4316,4
4317,3
4318,9
4319,3
4320,9
4321,4
4322,0
4323,3
4324,1
4325,2
4326,9
4327,7
4328,2
4329,2
4330,6
4331,7
4332,4
4333,9
4334,2
4335,1
4336,7
4337,1
4338,1
4339,5
4340,3
4341,1
4342,3
4343,3
4344,6
4345,1
4346,0
4347,7
4348,7
4349,5
4350,2
4351,8
4352,2
4353,4
4354,6
4355,8
4356,9
4357,0
4358,2
4359,7
4360,4
4361,5
4362,7
4363,5
4364,9
4365,6
4366,9
4367,6
4368,3
4369,4
4370,7
4371,8
4372,8
4373,7
4374,2
4375,4
4376,9
4377,2
4378,2
4379,6
4380,4
4381,0
4382,2
4383,5
4384,1
4385,4
4386,5
4387,8
4388,8
4389,4
4390,4
4391,4
4392,6
4393,9
4394,8
4395,1
4396,9
4397,9
4398,7
4399,5
4400,9
4401,6
4402,7
4403,3
4404,8
4405,9
4406,0
4407,5
4408,9
4409,5
4410,8
4411,9
4412,8
4413,1
4414,0
4415,7
4416,7
4417,0
4418,6
4419,6
4420,8
4421,8
4422,0
4423,8
4424,3
4425,0
4426,3
4427,1
4428,2
4429,2
4430,4
4431,1
4432,5
4433,1
4434,3
4435,2
4436,1
4437,6
4438,0
4439,4
4440,1
4441,4
4442,1
4443,3
4444,0
4445,6
4446,8
4447,9
4448,3
4449,4
4450,8
4451,6
4452,6
4453,1
4454,3
4455,8
4456,4
4457,9
4458,5
4459,3
4460,6
4461,2
4462,6
4463,5
4464,8
4465,2
4466,2
4467,2
4468,2
4469,4
4470,8
4471,4
4472,9
4473,3
4474,0
4475,4
4476,2
4477,8
4478,0
4479,0
4480,9
4481,2
4482,0
4483,8
4484,1
4485,4
4486,9
4487,6
4488,9
4489,8
4490,7
4491,7
4492,2
4493,2
4494,4
4495,4
4496,8
4497,0
4498,6
4499,2
4500,4
4501,2
4502,2
4503,1
4504,6
4505,0
4506,7
4507,9
4508,0
4509,1
4510,4
4511,5
4512,9
4513,1
4514,9
4515,8
4516,1
4517,5
4518,6
4519,6
4520,7
4521,3
4522,0
4523,8
4524,6
4525,2
4526,5
4527,6
4528,5
4529,1
4530,8
4531,9
4532,7
4533,8
4534,0
4535,6
4536,7
4537,4
4538,5
4539,1
4540,2
4541,0
4542,2
4543,2
4544,2
4545,7
4546,1
4547,1
4548,4
4549,2
4550,4
4551,3
4552,4
4553,8
4554,3
4555,8
4556,6
4557,7
4558,4
4559,0
4560,2
4561,7
4562,2
4563,3
4564,7
4565,8
4566,8
4567,5
4568,7
4569,5
4570,0
4571,2
4572,6
4573,0
4574,3
4575,3
4576,7
4577,1
4578,1
4579,0
4580,6
4581,7
4582,5
4583,3
4584,9
4585,3
4586,8
4587,7
4588,8
4589,7
4590,7
4591,6
4592,8
4593,1
4594,4
4595,0
4596,9
4597,3
4598,3
4599,1
4600,9
4601,7
4602,6
4603,4
4604,0
4605,4
4606,2
4607,4
4608,0
4609,6
4610,8
4611,5
4612,5
4613,2
4614,0
4615,1
4616,3
4617,9
4618,7
4619,9
4620,2
4621,7
4622,5
4623,9
4624,1
4625,6
4626,7
4627,5
4628,7
4629,4
4630,3
4631,7
4632,8
4633,0
4634,5
4635,6
4636,0
4637,2
4638,0
4639,5
4640,4
4641,1
4642,2
4643,6
4644,5
4645,4
4646,6
4647,1
4648,8
4649,3
4650,9
4651,3
4652,7
4653,0
4654,8
4655,4
4656,3
4657,3
4658,9
4659,1
4660,6
4661,2
4662,6
4663,1
4664,3
4665,8
4666,2
4667,8
4668,7
4669,3
4670,6
4671,7
4672,6
4673,0
4674,1
4675,5
4676,8
4677,3
4678,4
4679,6
4680,1
4681,3
4682,9
4683,0
4684,3
4685,4
4686,6
4687,5
4688,3
4689,8
4690,0
4691,4
4692,4
4693,0
4694,7
4695,4
4696,1
4697,2
4698,3
4699,2
4700,2
4701,8
4702,0
4703,0
4704,6
4705,2
4706,0
4707,1
4708,4
4709,2
4710,5
4711,0
4712,5
4713,0
4714,0
4715,4
4716,8
4717,2
4718,9
4719,8
4720,0
4721,0
4722,8
4723,3
4724,5
4725,3
4726,8
4727,7
4728,9
4729,6
4730,7
4731,5
4732,1
4733,0
4734,9
4735,5
4736,8
4737,6
4738,3
4739,4
4740,3
4741,5
4742,0
4743,5
4744,5
4745,5
4746,5
4747,7
4748,1
4749,8
4750,5
4751,4
4752,0
4753,4
4754,4
4755,3
4756,0
4757,1
4758,3
4759,5
4760,8
4761,8
4762,4
4763,3
4764,9
4765,4
4766,4
4767,7
4768,5
4769,5
4770,4
4771,9
4772,8
4773,4
4774,2
4775,8
4776,8
4777,9
4778,0
4779,7
4780,2
4781,2
4782,8
4783,7
4784,4
4785,5
4786,2
4787,3
4788,2
4789,7
4790,7
4791,4
4792,8
4793,2
4794,3
4795,6
4796,8
4797,3
4798,3
4799,7
4800,8
4801,1
4802,9
4803,3
4804,7
4805,1
4806,2
4807,7
4808,4
4809,8
4810,0
4811,9
4812,8
4813,3
4814,7
4815,5
4816,3
4817,7
4818,0
4819,9
4820,9
4821,5
4822,4
4823,6
4824,2
4825,3
4826,4
4827,7
4828,9
4829,2
4830,5
4831,9
4832,3
4833,4
4834,0
4835,2
4836,7
4837,4
4838,7
4839,4
4840,0
4841,1
4842,6
4843,8
4844,7
4845,0
4846,9
4847,4
4848,2
4849,8
4850,6
4851,6
4852,4
4853,6
4854,2
4855,0
4856,3
4857,6
4858,2
4859,1
4860,8
4861,1
4862,9
4863,9
4864,9
4865,0
4866,0
4867,2
4868,1
4869,7
4870,6
4871,1
4872,6
4873,0
4874,4
4875,7
4876,6
4877,6
4878,8
4879,6
4880,7
4881,9
4882,0
4883,0
4884,3
4885,8
4886,2
4887,2
4888,3
4889,4
4890,7
4891,3
4892,7
4893,1
4894,0
4895,4
4896,3
4897,5
4898,1
4899,7
4900,1
4901,8
4902,2
4903,1
4904,1
4905,4
4906,4
4907,1
4908,4
4909,1
4910,4
4911,3
4912,1
4913,6
4914,9
4915,8
4916,0
4917,5
4918,5
4919,4
4920,0
4921,2
4922,7
4923,1
4924,8
4925,7
4926,6
4927,8
4928,9
4929,9
4930,1
4931,4
4932,2
4933,2
4934,3
4935,9
4936,7
4937,2
4938,7
4939,8
4940,1
4941,5
4942,0
4943,8
4944,2
4945,7
4946,3
4947,1
4948,4
4949,4
4950,1
4951,6
4952,7
4953,1
4954,7
4955,1
4956,8
4957,3
4958,9
4959,9
4960,7
4961,7
4962,7
4963,8
4964,5
4965,2
4966,1
4967,3
4968,2
4969,9
4970,8
4971,0
4972,7
4973,2
4974,9
4975,0
4976,2
4977,2
4978,0
4979,1
4980,4
4981,8
4982,0
4983,8
4984,5
4985,6
4986,7
4987,6
4988,7
4989,8
4990,3
4991,0
4992,6
4993,8
4994,3
4995,7
4996,1
4997,1
4998,4
4999,1
